"2026年08月14日更新"
"変電所No","変電所名","一次 電圧（kV）","二次 電圧（kV）","台数","設備容量（100%×台数）","運用容量値（MW）","運用容量制約要因","予想潮流","当該設備 空容量（MW）","上位系等考慮 空容量（MW）","N-1電制適用可否","N-1電制適用可能量","平常時出力制御の可能性","当該設備 平常時出力制御の可能性がある設備","上位系設備 平常時出力制御の可能性がある設備","備　考"
"南S","湊町","77","6.6","3","66","66","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"南S","湊町","77","22","2","57","57","熱容量","2","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"南T","足代","77","6.6","2","52","52","熱容量","－","23","23","不可 ＃２","－","ー","ー","ー","※１"
"南U","難波","77","6.6","3","55","55","熱容量","－","17","0","不可 ＃２","－","有","ー","対象","※１"
"南V","桜町","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"南W","桃谷","77","6.6","3","57","57","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"南X","下寺町","77","6.6","3","66","66","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"南X","下寺町","77","22","2","85","85","熱容量","0","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"南Y","芦原橋","77","6.6","3","66","66","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"南Z","花園","77","6.6","3","76","76","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南Z","花園","77","22","2","28","28","熱容量","0","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"南AA","俊徳","77","6.6","2","38","38","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南AB","小坂","77","6.6","2","38","38","熱容量","－","14","14","不可 ＃２","－","ー","ー","ー","※１"
"南AC","布施","77","6.6","3","66","66","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南AD","瓢箪山","77","6.6","3","55","55","熱容量","－","17","17","不可 ＃２","－","ー","ー","ー","※１"
"南AE","津守","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"南AF","萩之茶屋","77","6.6","3","66","66","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"南AG","田島","77","6.6","3","66","66","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南AH","天王寺","77","6.6","2","34","34","熱容量","－","17","17","不可 ＃２","－","ー","ー","ー","※１"
"南AJ","長瀬","77","6.6","3","43","43","熱容量","－","13","13","不可 ＃２","－","ー","ー","ー","※１"
"南AK","友井","77","6.6","3","76","76","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南AL","阿倍野","77","6.6","3","47","47","熱容量","－","9","9","不可 ＃２","－","ー","ー","ー","※１"
"南AL","阿倍野","77","22","2","57","31","熱容量","4","ー","ー","可","26","ー","ー","ー","※３"
"南AM","今宮","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"南AN","百済","77","6.6","2","38","38","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南AO","巽","77","6.6","3","66","66","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南AO","巽","77","22","2","57","57","熱容量","1","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"南AQ","美章園","77","6.6","2","19","19","熱容量","－","9","9","不可 ＃２","－","ー","ー","ー","※１"
"南AR","正覚寺","77","6.6","3","66","66","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南AS","小畑","77","6.6","2","38","38","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南AT","西八尾","77","6.6","3","49","49","熱容量","－","13","13","不可 ＃２","－","ー","ー","ー","※１"
"南AU","緑ヶ丘","77","6.6","2","38","38","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南AV","上尾町","77","6.6","3","57","57","熱容量","－","16","16","不可 ＃２","－","ー","ー","ー","※１"
"南AW","玉出","77","6.6","3","57","57","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"南AX","帝塚山","77","6.6","2","38","38","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南AY","南港","77","6.6","2","47","47","熱容量","－","18","0","不可 ＃２","－","有","ー","対象","※１"
"南AY","南港","77","22","2","57","57","熱容量","0","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"南AZ","敷津","77","6.6","2","38","38","熱容量","－","18","0","不可 ＃２","－","有","ー","対象","※１"
"南AZ","敷津","77","22","2","57","57","熱容量","0","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"南BA","平野","77","6.6","3","52","52","熱容量","－","9","9","不可 ＃２","－","ー","ー","ー","※１"
"南BA","平野","77","22","2","42","42","熱容量","0","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"南BB","山坂","77","6.6","2","38","38","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南BC","中野","77","6.6","2","38","38","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南BD","粉浜","77","6.6","3","66","66","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"南BE","加美","77","6.6","2","57","57","熱容量","－","28","28","不可 ＃２","－","ー","ー","ー","※１"
"南BF","東郷","77","6.6","2","47","47","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南BG","鷹合町","77","6.6","3","66","66","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南BH","加賀屋","77","6.6","3","45","45","熱容量","－","13","0","不可 ＃２","－","有","ー","対象","※１"
"南BI","竜華","77","6.6","3","47","47","熱容量","－","14","14","不可 ＃２","－","ー","ー","ー","※１"
"南BJ","刑部","77","6.6","3","55","55","熱容量","－","17","17","不可 ＃２","－","ー","ー","ー","※１"
"南BK","上住吉","77","6.6","2","38","38","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南BL","老原","77","6.6","3","57","57","熱容量","－","18","18","不可 ＃２","－","ー","ー","ー","※１"
"南BM","八尾","77","6.6","2","38","38","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南BM","八尾","77","22","2","57","57","熱容量","0","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"南BN","住之江","77","6.6","2","33","33","熱容量","－","14","0","不可 ＃２","－","有","ー","対象","※１"
"南BO","長吉","77","6.6","3","45","45","熱容量","－","9","9","不可 ＃２","－","ー","ー","ー","※１"
"南BP","苅田","77","6.6","3","66","66","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南BQ","我孫子","77","6.6","2","36","36","熱容量","－","17","17","不可 ＃２","－","ー","ー","ー","※１"
"南BQ","我孫子","77","22","2","57","57","熱容量","-4","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"南BR","瓜破","77","6.6","2","38","38","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南BS","堺浜","77","6.6","2","38","38","熱容量","－","13","0","不可 ＃２","－","有","ー","対象","※１"
"南BT","松屋","77","6.6","2","38","38","熱容量","－","16","0","不可 ＃２","－","有","ー","対象","※１"
"南BT","松屋","77","22","3","85","85","熱容量","-5","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"南BU","錦綾","77","6.6","2","38","38","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南BV","川辺","77","6.6","2","36","36","熱容量","－","17","17","不可 ＃２","－","ー","ー","ー","※１"
"南BW","堅下","77","6.6","3","47","47","熱容量","－","9","9","不可 ＃２","－","ー","ー","ー","※１"
"南BX","弓削","77","6.6","3","63","63","熱容量","－","17","17","不可 ＃２","－","ー","ー","ー","※１"
"南BY","浅香山","77","22","3","85","59","熱容量","0","ー","ー","可","26","ー","ー","ー","※２、３"
"南BZ","三宝","77","6.6","3","42","42","熱容量","－","9","0","不可 ＃２","－","有","ー","対象","※１"
"南CA","東堺","77","6.6","2","38","38","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南CB","三宅","77","6.6","3","53","53","熱容量","－","17","0","不可 ＃２","－","有","ー","対象","※１"
"南CC","田井城","77","6.6","3","57","57","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"南CD","大小路","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"南CE","長曽根","77","6.6","3","47","47","熱容量","－","9","9","不可 ＃２","－","ー","ー","ー","※１"
"南CF","天美","77","6.6","3","36","36","熱容量","－","9","9","不可 ＃２","－","ー","ー","ー","※１"
"南CG","竜神","77","6.6","3","47","47","熱容量","－","9","0","不可 ＃２","－","有","ー","対象","※１"
"南CH","松原","77","6.6","2","38","38","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南CH","松原","77","22","2","57","57","熱容量","1","ー","ー","不可 ＃１","－","ー","ー","ー","※１"
"南CI","高鷲","77","6.6","2","38","38","熱容量","－","18","18","不可 ＃２","－","ー","ー","ー","※１"
"南CJ","土師ノ里","77","6.6","2","38","38","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南CK","堺港","77","6.6","3","61","61","熱容量","－","11","0","不可 ＃２","－","有","ー","対象","※１"
"南CL","金岡","77","6.6","2","38","38","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南CM","旭ヶ丘","77","6.6","2","47","47","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"南CN","藤井寺","77","6.6","3","57","57","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"南CO","石津川","77","6.6","3","47","47","熱容量","－","9","0","不可 ＃２","－","有","ー","対象","※１"
"南CO","石津川","77","22","3","85","85","熱容量","-5","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"南CP","道明寺","77","6.6","3","57","57","熱容量","－","17","0","不可 ＃２","－","有","ー","対象","※１"
"南CP","道明寺","77","22","2","57","57","熱容量","1","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"南CQ","中村","77","6.6","2","38","38","熱容量","－","17","0","不可 ＃２","－","有","ー","対象","※１"
"南CR","恵我之荘","77","6.6","2","38","38","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南CS","梅町","77","6.6","3","57","57","熱容量","－","18","0","不可 ＃２","－","有","ー","対象","※１"
"南CT","金田","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"南CT","金田","77","22","2","28","28","熱容量","0","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"南CU","浜寺","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"南CV","津久野","77","6.6","2","38","38","熱容量","－","18","0","不可 ＃２","－","有","ー","対象","※１"
"南CX","美原","77","6.6","3","45","45","熱容量","－","9","9","不可 ＃２","－","ー","ー","ー","※１"
"南CY","深井","77","6.6","3","47","47","熱容量","－","9","0","不可 ＃２","－","有","ー","対象","※１"
"南CZ","鳳","77","6.6","2","28","28","熱容量","－","14","0","不可 ＃２","－","有","ー","対象","※１"
"南DA","大野芝","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"南DB","泉北港","77","6.6","3","47","47","熱容量","－","9","0","不可 ＃２","－","有","ー","対象","※１"
"南DC","西浦","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"南DD","日置荘","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"南DE","福田","77","6.6","3","55","55","熱容量","－","17","0","不可 ＃２","－","有","ー","対象","※１"
"南DF","福泉","77","6.6","3","37","37","熱容量","－","8","0","不可 ＃２","－","有","ー","対象","※１"
"南DF","福泉","77","22","2","57","57","熱容量","-3","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"南DG","八田","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"南DH","北野田","77","6.6","2","38","38","熱容量","－","17","0","不可 ＃２","－","有","ー","対象","※１"
"南DI","高石","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"南DJ","平尾","77","6.6","2","38","38","熱容量","－","18","0","不可 ＃２","－","有","ー","対象","※１"
"南DK","喜志","77","6.6","2","38","38","熱容量","－","18","0","不可 ＃２","－","有","ー","対象","※１"
"南DK","喜志","77","22","2","57","57","熱容量","1","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"南DL","信太","77","6.6","3","45","45","熱容量","－","9","0","不可 ＃２","－","有","ー","対象","※１"
"南DM","助松","77","6.6","2","26","26","熱容量","－","13","13","不可 ＃２","－","ー","ー","ー","※１"
"南DN","太子","77","6.6","2","38","38","熱容量","－","12","0","不可 ＃２","－","有","ー","対象","※１"
"南DO","東港","77","6.6","2","32","32","熱容量","－","11","2","不可 ＃２","－","ー","ー","ー","※１"
"南DP","深阪","77","6.6","2","38","38","熱容量","－","18","0","不可 ＃２","－","有","ー","対象","※１"
"南DQ","菱木","77","6.6","2","38","38","熱容量","－","18","18","不可 ＃２","－","ー","ー","ー","※１"
"南DR","泉大津","77","6.6","3","66","66","熱容量","－","19","19","不可 ＃２","－","ー","ー","ー","※１"
"南DS","新狭山","77","6.6","2","38","38","熱容量","－","18","0","不可 ＃２","－","有","ー","対象","※１"
"南DS","新狭山","77","22","2","57","57","熱容量","0","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"南DT","忠岡","77","6.6","3","55","55","熱容量","－","11","11","不可 ＃２","－","ー","ー","ー","※１"
